EmployeeID,Age,Attrition,Department,DistanceFromHome,EducationField,Gender,MonthlyIncome,MaritalStatus,JobRole,OverTime,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,YearsAtCompany,BusinessTravel,WorkLifeBalance
743,32,No,Research & Development,26,Life Sciences,Male,8428,Divorced,Research Scientist,No,4,4,4,17,Travel_Rarely,1
744,32,No,Research & Development,17,Other,Male,4290,Single,Healthcare Representative,No,4,2,4,8,Travel_Rarely,2
745,39,No,Research & Development,3,Human Resources,Male,10059,Divorced,Research Director,Yes,3,4,4,13,Travel_Rarely,1
746,32,No,Research & Development,10,Marketing,Female,11964,Single,Manufacturing Director,No,3,2,1,16,Travel_Rarely,3
747,39,No,Research & Development,5,Technical Degree,Female,4165,Divorced,Research Scientist,Yes,3,3,4,9,Travel_Frequently,1
748,37,No,Research & Development,11,Human Resources,Female,9701,Divorced,Healthcare Representative,No,4,4,1,5,Travel_Frequently,4
749,36,No,Research & Development,10,Medical,Male,13168,Single,Research Scientist,No,4,2,2,8,Non-Travel,4
750,35,No,Research & Development,6,Life Sciences,Female,10573,Single,Healthcare Representative,No,3,3,4,15,Travel_Frequently,4
751,38,No,Research & Development,15,Life Sciences,Female,8198,Married,Research Scientist,No,3,4,2,16,Travel_Rarely,4
752,34,No,Research & Development,7,Technical Degree,Female,12309,Married,Manufacturing Director,Yes,3,4,2,13,Travel_Rarely,1
753,49,No,Research & Development,3,Marketing,Male,7421,Married,Healthcare Representative,No,4,2,4,3,Travel_Rarely,4
754,49,No,Research & Development,12,Medical,Female,6015,Single,Manufacturing Director,No,4,2,4,14,Travel_Frequently,4
755,53,No,Research & Development,7,Human Resources,Male,14414,Divorced,Laboratory Technician,No,3,4,2,19,Travel_Frequently,3
756,54,No,Research & Development,14,Life Sciences,Female,3232,Divorced,Manufacturing Director,Yes,4,3,1,5,Travel_Frequently,4
757,55,No,Research & Development,14,Other,Male,13392,Single,Laboratory Technician,No,3,4,4,4,Travel_Rarely,2
758,34,No,Research & Development,23,Human Resources,Female,3235,Single,Research Director,No,4,3,4,1,Travel_Frequently,4
759,39,No,Research & Development,6,Technical Degree,Female,9977,Married,Research Director,No,3,3,4,4,Travel_Rarely,4
760,49,No,Research & Development,1,Life Sciences,Male,13389,Divorced,Healthcare Representative,No,4,4,1,4,Travel_Rarely,4
761,47,No,Research & Development,8,Technical Degree,Female,4633,Single,Research Director,No,4,4,4,19,Travel_Rarely,1
762,43,No,Research & Development,26,Life Sciences,Female,8744,Married,Research Scientist,No,3,3,3,14,Non-Travel,3
763,36,No,Research & Development,26,Life Sciences,Male,9794,Single,Manufacturing Director,No,4,2,3,14,Travel_Rarely,3
764,46,No,Research & Development,14,Life Sciences,Female,6962,Divorced,Healthcare Representative,No,3,3,4,7,Non-Travel,2
765,38,No,Research & Development,26,Other,Male,5595,Divorced,Research Director,No,4,2,3,5,Non-Travel,2
766,34,No,Research & Development,18,Human Resources,Male,4528,Divorced,Research Scientist,Yes,3,2,4,19,Travel_Rarely,1
767,32,No,Research & Development,18,Marketing,Male,13395,Single,Healthcare Representative,No,3,3,4,6,Travel_Rarely,3
768,36,No,Research & Development,4,Technical Degree,Male,5355,Divorced,Research Scientist,No,3,4,2,19,Travel_Rarely,3
769,33,No,Research & Development,14,Technical Degree,Male,4267,Single,Research Scientist,No,3,3,4,7,Travel_Frequently,1
770,41,No,Research & Development,22,Life Sciences,Female,8137,Single,Healthcare Representative,No,3,3,1,6,Travel_Rarely,3
771,43,No,Research & Development,20,Life Sciences,Female,12830,Single,Research Director,No,3,2,1,17,Non-Travel,2
772,39,No,Research & Development,16,Marketing,Male,6554,Married,Research Scientist,Yes,3,2,1,8,Travel_Rarely,3
773,48,No,Research & Development,6,Medical,Female,10652,Married,Manufacturing Director,No,3,3,3,14,Non-Travel,4
774,34,Yes,Research & Development,9,Human Resources,Female,2678,Divorced,Manufacturing Director,No,4,3,1,3,Travel_Frequently,4
775,46,No,Research & Development,19,Human Resources,Male,9126,Married,Manufacturing Director,No,4,2,3,15,Travel_Rarely,3
776,31,No,Research & Development,12,Medical,Male,8286,Divorced,Laboratory Technician,No,4,2,2,12,Travel_Rarely,3
777,30,Yes,Research & Development,20,Technical Degree,Male,4936,Married,Research Scientist,Yes,3,2,2,4,Travel_Rarely,1
778,50,No,Research & Development,7,Marketing,Female,13999,Married,Research Director,Yes,3,4,1,14,Non-Travel,4
779,36,No,Research & Development,1,Medical,Female,4953,Divorced,Healthcare Representative,Yes,4,2,1,20,Travel_Frequently,1
780,37,No,Research & Development,3,Other,Female,9599,Single,Laboratory Technician,Yes,4,4,1,17,Travel_Rarely,4
781,36,No,Research & Development,23,Technical Degree,Male,8665,Married,Manufacturing Director,No,4,4,4,11,Travel_Frequently,1
782,47,No,Research & Development,14,Other,Female,3479,Divorced,Research Scientist,Yes,3,2,2,5,Travel_Rarely,1
783,53,No,Research & Development,10,Life Sciences,Male,11807,Single,Manufacturing Director,No,3,4,3,2,Travel_Frequently,3
784,53,No,Research & Development,28,Medical,Male,7422,Married,Healthcare Representative,No,3,2,4,19,Travel_Frequently,4
785,44,No,Research & Development,8,Other,Female,6940,Married,Research Director,No,3,4,3,16,Travel_Frequently,3
786,39,No,Research & Development,2,Life Sciences,Male,6971,Married,Research Director,No,3,4,1,7,Non-Travel,2
787,40,No,Research & Development,15,Marketing,Female,10989,Divorced,Laboratory Technician,Yes,3,2,1,19,Non-Travel,2
788,39,No,Research & Development,14,Life Sciences,Male,10412,Married,Healthcare Representative,No,3,4,3,7,Travel_Frequently,1
789,31,No,Research & Development,17,Technical Degree,Male,6941,Divorced,Research Scientist,Yes,4,3,3,6,Travel_Frequently,3
790,33,Yes,Research & Development,9,Life Sciences,Female,3451,Married,Research Scientist,Yes,4,1,1,3,Non-Travel,1
791,51,No,Research & Development,16,Human Resources,Female,6177,Divorced,Healthcare Representative,No,4,3,1,6,Non-Travel,1
792,31,No,Research & Development,4,Life Sciences,Male,4887,Divorced,Laboratory Technician,Yes,4,2,2,19,Travel_Frequently,4
793,31,No,Research & Development,23,Other,Female,14332,Married,Laboratory Technician,No,4,2,1,6,Travel_Rarely,1
794,50,No,Research & Development,6,Other,Female,10811,Single,Research Director,No,3,4,3,8,Travel_Rarely,4
795,28,No,Research & Development,20,Other,Male,10011,Single,Healthcare Representative,No,4,2,4,9,Travel_Rarely,1
796,35,No,Research & Development,17,Medical,Female,4792,Divorced,Healthcare Representative,Yes,3,2,2,19,Non-Travel,1
797,30,Yes,Research & Development,27,Technical Degree,Female,4009,Single,Healthcare Representative,No,4,3,3,2,Travel_Frequently,3
798,52,No,Research & Development,28,Medical,Male,10935,Married,Research Director,Yes,3,4,2,17,Non-Travel,3
799,35,No,Research & Development,21,Medical,Male,14400,Married,Research Director,No,3,3,3,7,Non-Travel,4
800,44,No,Research & Development,7,Marketing,Female,7346,Married,Laboratory Technician,No,3,3,3,11,Travel_Frequently,1
801,42,No,Research & Development,5,Technical Degree,Male,8685,Divorced,Research Director,No,4,2,2,16,Non-Travel,3
802,30,No,Research & Development,10,Life Sciences,Male,3255,Married,Manufacturing Director,No,3,2,4,10,Non-Travel,3
803,28,No,Research & Development,9,Life Sciences,Male,7119,Divorced,Research Scientist,Yes,3,3,2,17,Non-Travel,4
804,30,No,Research & Development,29,Technical Degree,Female,6585,Married,Manufacturing Director,Yes,3,3,3,8,Non-Travel,3
805,33,No,Research & Development,14,Marketing,Male,10140,Single,Research Director,No,3,3,3,19,Travel_Rarely,3
806,34,Yes,Research & Development,17,Other,Female,4235,Married,Healthcare Representative,Yes,4,2,4,0,Travel_Frequently,3
807,41,No,Research & Development,10,Medical,Male,10557,Divorced,Healthcare Representative,Yes,3,4,3,1,Travel_Frequently,2
808,46,No,Research & Development,15,Technical Degree,Male,3877,Divorced,Manufacturing Director,No,3,3,1,5,Travel_Frequently,1
809,48,No,Research & Development,24,Life Sciences,Female,8463,Single,Research Scientist,No,3,3,2,19,Travel_Frequently,2
810,43,No,Research & Development,26,Other,Female,6662,Single,Laboratory Technician,No,4,4,2,5,Travel_Frequently,1
811,27,Yes,Research & Development,13,Human Resources,Male,2495,Married,Research Director,Yes,3,1,1,1,Travel_Frequently,3
812,33,No,Research & Development,21,Technical Degree,Male,11957,Single,Laboratory Technician,No,3,4,2,15,Non-Travel,2
813,49,No,Research & Development,10,Technical Degree,Female,5797,Married,Laboratory Technician,No,3,4,4,18,Travel_Rarely,3
814,40,No,Research & Development,15,Life Sciences,Male,14430,Married,Healthcare Representative,No,3,3,4,14,Travel_Frequently,1
815,29,No,Research & Development,6,Marketing,Female,10282,Single,Research Director,Yes,4,3,2,5,Travel_Frequently,3
816,44,No,Research & Development,28,Technical Degree,Female,11405,Divorced,Healthcare Representative,Yes,3,4,3,5,Travel_Frequently,3
817,30,No,Research & Development,11,Medical,Female,9168,Divorced,Healthcare Representative,No,4,4,4,6,Non-Travel,1
818,27,Yes,Research & Development,24,Life Sciences,Male,2395,Single,Laboratory Technician,No,4,2,4,3,Travel_Rarely,1
819,29,Yes,Research & Development,4,Medical,Male,2153,Married,Research Scientist,No,4,1,4,3,Non-Travel,2
820,46,No,Research & Development,24,Medical,Female,6272,Single,Research Director,Yes,3,3,4,15,Non-Travel,2
821,25,Yes,Research & Development,22,Marketing,Male,2833,Single,Research Scientist,Yes,4,1,2,0,Travel_Frequently,2
822,43,No,Research & Development,13,Technical Degree,Female,8768,Divorced,Research Director,No,3,4,1,5,Travel_Rarely,2
823,37,No,Research & Development,27,Life Sciences,Female,4932,Single,Research Scientist,No,4,2,3,20,Non-Travel,4
824,30,No,Research & Development,2,Technical Degree,Female,7719,Divorced,Laboratory Technician,Yes,3,4,4,8,Non-Travel,3
825,29,No,Research & Development,11,Human Resources,Male,9904,Divorced,Manufacturing Director,No,3,3,2,2,Travel_Rarely,4
826,34,Yes,Research & Development,5,Human Resources,Male,4879,Married,Research Director,No,4,1,1,2,Travel_Frequently,1
827,33,Yes,Research & Development,25,Life Sciences,Male,4663,Single,Laboratory Technician,Yes,3,2,4,2,Travel_Rarely,1
828,29,No,Research & Development,4,Life Sciences,Male,9180,Married,Healthcare Representative,No,4,3,3,14,Non-Travel,2
829,29,No,Research & Development,8,Life Sciences,Male,6801,Divorced,Laboratory Technician,Yes,3,2,1,8,Travel_Frequently,1
830,27,Yes,Research & Development,4,Technical Degree,Female,2179,Divorced,Manufacturing Director,Yes,3,3,1,1,Travel_Rarely,3
831,34,No,Research & Development,10,Marketing,Female,14554,Divorced,Healthcare Representative,No,3,3,3,8,Travel_Frequently,3
832,44,No,Research & Development,5,Life Sciences,Female,3884,Single,Research Scientist,No,3,3,3,20,Travel_Frequently,2
833,27,Yes,Research & Development,9,Life Sciences,Female,2962,Married,Research Scientist,No,4,3,3,3,Travel_Rarely,1
834,34,Yes,Research & Development,22,Technical Degree,Male,4028,Single,Healthcare Representative,Yes,4,2,1,3,Travel_Rarely,3
835,30,Yes,Research & Development,24,Life Sciences,Male,4493,Married,Research Scientist,No,4,2,4,2,Non-Travel,1
836,45,No,Research & Development,19,Human Resources,Female,14817,Divorced,Healthcare Representative,No,4,3,2,18,Travel_Frequently,4
837,35,No,Research & Development,11,Human Resources,Male,3248,Married,Laboratory Technician,No,4,4,1,9,Travel_Rarely,3
838,49,No,Research & Development,11,Human Resources,Female,13699,Divorced,Manufacturing Director,No,4,4,2,1,Travel_Rarely,4
839,42,No,Research & Development,19,Technical Degree,Male,10642,Single,Research Scientist,Yes,3,3,3,16,Non-Travel,3
840,42,No,Research & Development,6,Medical,Male,7227,Divorced,Laboratory Technician,No,3,3,1,9,Travel_Frequently,2
841,25,Yes,Research & Development,9,Life Sciences,Male,4803,Divorced,Laboratory Technician,Yes,4,2,1,4,Non-Travel,3
842,29,No,Research & Development,8,Human Resources,Male,6845,Single,Research Director,No,3,2,3,17,Travel_Frequently,3
843,49,No,Research & Development,11,Human Resources,Female,4169,Married,Healthcare Representative,No,4,3,3,5,Travel_Rarely,4
844,37,No,Research & Development,7,Life Sciences,Male,3510,Divorced,Research Director,Yes,4,2,3,10,Travel_Rarely,2
845,46,No,Research & Development,19,Human Resources,Male,13765,Divorced,Research Scientist,No,4,3,1,3,Travel_Rarely,1
846,49,No,Research & Development,8,Medical,Female,11525,Married,Research Director,No,4,3,2,7,Non-Travel,4
847,31,No,Research & Development,3,Human Resources,Female,10291,Divorced,Laboratory Technician,No,4,3,4,12,Travel_Rarely,2
848,41,No,Research & Development,22,Other,Female,12328,Divorced,Laboratory Technician,No,3,2,3,18,Travel_Rarely,3
849,31,No,Research & Development,1,Medical,Male,9692,Married,Research Scientist,No,3,2,1,19,Travel_Frequently,4
850,45,No,Research & Development,17,Life Sciences,Male,4654,Single,Healthcare Representative,Yes,4,2,4,14,Travel_Rarely,3
851,33,Yes,Research & Development,3,Other,Male,4916,Single,Laboratory Technician,Yes,4,2,4,2,Non-Travel,4
852,51,No,Research & Development,27,Other,Male,7739,Divorced,Healthcare Representative,No,3,4,2,5,Non-Travel,1
853,39,No,Research & Development,10,Life Sciences,Female,9215,Single,Healthcare Representative,No,4,2,3,17,Non-Travel,1
854,44,No,Research & Development,5,Marketing,Female,11326,Single,Research Director,No,3,3,2,10,Travel_Frequently,4
855,46,No,Research & Development,15,Marketing,Female,8150,Married,Research Director,Yes,3,3,2,6,Travel_Rarely,3
856,36,No,Research & Development,27,Medical,Male,4738,Divorced,Research Director,No,3,4,1,9,Travel_Rarely,1
857,45,No,Research & Development,24,Human Resources,Female,6197,Married,Research Director,Yes,4,2,2,12,Travel_Rarely,4
858,31,No,Research & Development,22,Marketing,Male,10281,Divorced,Research Scientist,No,3,3,3,9,Travel_Rarely,1
859,35,No,Research & Development,11,Other,Male,8359,Divorced,Research Scientist,Yes,3,3,4,9,Travel_Frequently,1
860,53,No,Research & Development,19,Medical,Male,8202,Single,Research Director,Yes,4,4,2,2,Non-Travel,2
861,32,No,Research & Development,24,Human Resources,Male,6065,Divorced,Healthcare Representative,No,3,3,1,5,Travel_Rarely,4
862,33,Yes,Research & Development,8,Other,Female,2854,Divorced,Research Director,No,4,1,4,3,Non-Travel,2
863,54,No,Research & Development,10,Human Resources,Female,7786,Married,Laboratory Technician,No,3,3,2,13,Non-Travel,1
864,52,No,Research & Development,15,Life Sciences,Female,9874,Single,Manufacturing Director,No,4,3,1,8,Non-Travel,3
865,50,No,Research & Development,9,Life Sciences,Male,10925,Married,Laboratory Technician,No,3,3,4,20,Travel_Frequently,1
866,38,No,Research & Development,9,Marketing,Female,14059,Single,Manufacturing Director,No,4,3,2,15,Travel_Frequently,3
867,29,No,Research & Development,20,Other,Male,10334,Single,Manufacturing Director,No,4,4,2,6,Non-Travel,1
868,28,No,Research & Development,17,Other,Male,4478,Single,Healthcare Representative,No,3,3,3,12,Non-Travel,2
869,54,No,Research & Development,7,Marketing,Female,9480,Married,Research Director,No,3,2,1,10,Travel_Rarely,1
870,52,No,Research & Development,8,Marketing,Female,4679,Single,Research Director,No,3,3,1,2,Travel_Rarely,3
871,54,No,Research & Development,24,Life Sciences,Male,13736,Divorced,Healthcare Representative,No,4,4,1,9,Travel_Rarely,1
872,45,No,Research & Development,17,Marketing,Female,5487,Married,Research Director,Yes,3,4,3,13,Travel_Rarely,3
873,31,No,Research & Development,18,Medical,Male,13748,Married,Manufacturing Director,No,4,3,4,10,Travel_Frequently,3
874,45,No,Research & Development,19,Technical Degree,Male,7007,Single,Research Director,No,3,3,4,13,Travel_Frequently,2
875,43,No,Research & Development,6,Life Sciences,Male,4785,Divorced,Research Director,No,3,3,4,5,Non-Travel,2
876,31,Yes,Research & Development,10,Marketing,Female,3939,Married,Research Director,Yes,4,3,2,1,Travel_Frequently,1
877,46,No,Research & Development,11,Human Resources,Female,9660,Married,Research Director,No,3,3,3,7,Non-Travel,4
878,44,No,Research & Development,17,Life Sciences,Male,4334,Single,Research Director,No,3,3,2,3,Travel_Frequently,2
879,31,No,Research & Development,14,Other,Male,9949,Divorced,Research Scientist,No,4,4,1,17,Travel_Frequently,3
880,29,Yes,Research & Development,7,Human Resources,Female,4140,Divorced,Manufacturing Director,Yes,4,2,3,4,Travel_Rarely,4
881,38,No,Research & Development,16,Medical,Female,5690,Single,Laboratory Technician,No,3,3,1,1,Travel_Frequently,3
882,34,No,Research & Development,3,Human Resources,Female,11810,Single,Research Scientist,No,4,2,2,2,Non-Travel,3
883,34,No,Research & Development,25,Marketing,Female,7656,Divorced,Manufacturing Director,No,4,3,3,19,Non-Travel,2
884,27,Yes,Research & Development,25,Marketing,Female,4992,Divorced,Research Scientist,Yes,4,1,4,2,Travel_Rarely,2
885,53,No,Research & Development,11,Technical Degree,Male,6546,Single,Laboratory Technician,Yes,3,4,1,5,Travel_Rarely,2
886,42,No,Research & Development,13,Human Resources,Male,13892,Married,Healthcare Representative,No,4,3,4,17,Travel_Rarely,3
887,44,No,Research & Development,27,Other,Female,11694,Single,Manufacturing Director,Yes,4,4,4,7,Travel_Rarely,4
888,36,No,Research & Development,25,Marketing,Male,12140,Married,Research Scientist,No,4,4,4,12,Travel_Rarely,2
889,34,No,Research & Development,7,Marketing,Female,9130,Divorced,Healthcare Representative,Yes,3,4,3,1,Travel_Rarely,3
890,30,Yes,Research & Development,13,Other,Female,4059,Married,Manufacturing Director,No,3,3,3,2,Travel_Frequently,3
891,46,No,Research & Development,28,Technical Degree,Male,14764,Divorced,Research Scientist,No,3,4,1,15,Travel_Frequently,3
892,27,Yes,Research & Development,28,Marketing,Male,2539,Single,Laboratory Technician,Yes,4,1,2,0,Non-Travel,1
893,49,No,Research & Development,14,Other,Male,14621,Married,Manufacturing Director,Yes,3,4,1,12,Non-Travel,2
894,44,No,Research & Development,23,Human Resources,Female,14943,Single,Laboratory Technician,No,4,2,2,15,Travel_Rarely,1
895,45,No,Research & Development,3,Life Sciences,Female,4928,Single,Manufacturing Director,No,3,4,1,3,Non-Travel,2
896,48,No,Research & Development,10,Other,Male,5774,Single,Research Scientist,No,3,2,2,12,Travel_Frequently,3
897,29,Yes,Research & Development,6,Marketing,Male,3142,Single,Laboratory Technician,Yes,4,2,3,3,Travel_Frequently,4
898,43,No,Research & Development,13,Life Sciences,Male,12481,Divorced,Manufacturing Director,No,3,4,2,17,Travel_Frequently,4
899,53,No,Research & Development,25,Life Sciences,Female,6398,Divorced,Manufacturing Director,No,3,4,3,18,Non-Travel,2
900,29,No,Research & Development,12,Human Resources,Female,11471,Married,Research Scientist,No,4,2,1,16,Travel_Rarely,3
901,48,No,Research & Development,10,Medical,Male,3129,Married,Manufacturing Director,Yes,3,3,4,11,Travel_Frequently,2
902,42,No,Research & Development,9,Technical Degree,Female,10478,Single,Research Director,No,4,4,3,14,Non-Travel,4
903,37,No,Research & Development,13,Marketing,Female,6838,Divorced,Research Scientist,No,3,4,2,4,Travel_Frequently,2
904,47,No,Research & Development,10,Life Sciences,Female,6251,Single,Research Director,No,3,4,3,5,Travel_Rarely,4
905,42,No,Research & Development,28,Medical,Male,13790,Single,Research Scientist,Yes,3,2,4,10,Travel_Frequently,1
906,32,No,Research & Development,13,Human Resources,Female,9131,Divorced,Research Director,Yes,3,2,4,12,Travel_Rarely,4
907,50,No,Research & Development,24,Marketing,Female,4569,Divorced,Laboratory Technician,No,4,3,4,5,Travel_Frequently,1
908,49,No,Research & Development,17,Marketing,Female,3440,Married,Research Director,Yes,3,4,4,6,Travel_Rarely,1
909,32,No,Research & Development,6,Technical Degree,Female,6079,Divorced,Healthcare Representative,Yes,4,3,2,14,Travel_Rarely,3
910,49,No,Research & Development,27,Other,Female,3570,Divorced,Healthcare Representative,No,3,3,4,6,Travel_Rarely,1
911,51,No,Research & Development,13,Human Resources,Male,13745,Divorced,Research Scientist,No,4,2,1,6,Travel_Frequently,4
912,49,No,Research & Development,17,Human Resources,Male,9921,Married,Healthcare Representative,No,4,3,4,14,Travel_Frequently,3
913,39,No,Research & Development,11,Medical,Male,5930,Single,Research Scientist,No,4,4,2,13,Non-Travel,4
914,42,No,Research & Development,12,Human Resources,Male,3652,Divorced,Manufacturing Director,Yes,4,3,4,15,Travel_Frequently,3
915,52,No,Research & Development,10,Technical Degree,Male,11892,Married,Research Scientist,No,3,3,1,12,Travel_Frequently,3
916,45,No,Research & Development,14,Other,Male,7073,Married,Healthcare Representative,Yes,4,4,3,4,Travel_Rarely,4
917,35,No,Research & Development,24,Medical,Male,12323,Divorced,Research Director,No,3,2,4,11,Travel_Frequently,1
918,48,No,Research & Development,26,Technical Degree,Male,9922,Single,Manufacturing Director,No,3,2,3,9,Non-Travel,3
919,45,No,Research & Development,24,Technical Degree,Male,14374,Married,Laboratory Technician,No,3,3,3,19,Travel_Frequently,1
920,33,No,Research & Development,15,Marketing,Male,7467,Married,Manufacturing Director,Yes,4,2,1,1,Travel_Frequently,2
921,50,No,Research & Development,11,Other,Female,6621,Divorced,Manufacturing Director,Yes,4,3,4,20,Travel_Frequently,1
922,38,No,Research & Development,9,Other,Male,10280,Married,Manufacturing Director,Yes,4,4,1,16,Travel_Rarely,1
923,45,No,Research & Development,22,Marketing,Female,4361,Married,Manufacturing Director,Yes,4,4,1,12,Travel_Frequently,2
924,33,No,Research & Development,18,Medical,Female,8761,Married,Research Director,No,3,3,4,1,Travel_Frequently,1
925,28,Yes,Research & Development,12,Human Resources,Female,2453,Married,Laboratory Technician,No,3,1,4,1,Non-Travel,3
926,39,No,Research & Development,16,Medical,Female,13882,Married,Research Scientist,No,4,4,3,11,Non-Travel,4
927,55,No,Research & Development,13,Other,Male,9554,Single,Laboratory Technician,No,4,4,4,11,Travel_Frequently,4
928,28,No,Research & Development,20,Life Sciences,Female,6673,Married,Research Director,Yes,3,4,2,17,Travel_Rarely,4
929,39,No,Research & Development,12,Medical,Male,12852,Married,Research Scientist,No,3,4,2,13,Non-Travel,4
930,34,No,Research & Development,22,Technical Degree,Female,5173,Single,Manufacturing Director,No,4,2,2,7,Non-Travel,2
931,44,No,Research & Development,2,Life Sciences,Male,12896,Divorced,Research Scientist,No,4,2,4,8,Travel_Frequently,4
932,31,Yes,Research & Development,27,Technical Degree,Male,4932,Married,Manufacturing Director,Yes,3,3,3,4,Non-Travel,4
933,51,No,Research & Development,28,Life Sciences,Male,8953,Single,Research Scientist,No,4,4,1,15,Travel_Frequently,2
934,49,No,Research & Development,23,Marketing,Male,5325,Divorced,Manufacturing Director,No,3,3,4,7,Travel_Frequently,4
935,52,No,Research & Development,20,Human Resources,Female,8610,Married,Manufacturing Director,No,3,3,2,11,Travel_Frequently,2
936,28,No,Research & Development,10,Human Resources,Male,9076,Divorced,Laboratory Technician,No,4,4,4,10,Travel_Frequently,3
937,53,No,Research & Development,19,Life Sciences,Male,5400,Single,Laboratory Technician,No,4,3,2,9,Non-Travel,1
938,51,No,Research & Development,11,Human Resources,Male,11467,Divorced,Research Director,No,4,4,4,6,Travel_Frequently,4
939,55,No,Research & Development,10,Marketing,Male,10897,Single,Research Director,Yes,3,3,2,1,Non-Travel,2
940,52,No,Research & Development,29,Other,Male,13649,Divorced,Research Scientist,Yes,3,3,2,15,Non-Travel,3
941,40,No,Research & Development,19,Life Sciences,Male,8398,Married,Research Scientist,No,3,3,2,18,Non-Travel,3
942,33,No,Research & Development,3,Human Resources,Female,6741,Married,Laboratory Technician,No,3,3,1,6,Travel_Rarely,2
943,29,No,Research & Development,11,Human Resources,Male,6728,Single,Laboratory Technician,No,3,4,2,16,Travel_Frequently,4
944,26,Yes,Research & Development,28,Human Resources,Male,2808,Married,Healthcare Representative,Yes,3,3,4,1,Travel_Frequently,2
945,48,No,Research & Development,6,Technical Degree,Female,10475,Divorced,Research Director,No,4,3,4,14,Non-Travel,3
946,37,No,Research & Development,4,Other,Female,11719,Married,Manufacturing Director,No,3,3,4,18,Non-Travel,1
947,44,No,Research & Development,11,Life Sciences,Female,11122,Married,Healthcare Representative,Yes,3,2,2,14,Non-Travel,1
948,34,No,Research & Development,19,Human Resources,Female,11221,Single,Manufacturing Director,No,3,4,3,16,Travel_Rarely,2
949,40,No,Research & Development,26,Other,Female,5587,Divorced,Laboratory Technician,No,4,2,3,11,Non-Travel,2
950,43,No,Research & Development,14,Technical Degree,Female,9075,Married,Manufacturing Director,Yes,4,3,4,12,Non-Travel,1
951,40,No,Research & Development,7,Other,Male,9697,Single,Research Scientist,No,4,2,3,15,Travel_Frequently,3
952,31,Yes,Research & Development,3,Marketing,Female,3334,Single,Healthcare Representative,No,3,3,2,1,Non-Travel,3
953,51,No,Research & Development,20,Medical,Female,10698,Married,Research Director,No,4,2,1,13,Non-Travel,1
954,30,Yes,Research & Development,14,Marketing,Male,4203,Divorced,Manufacturing Director,Yes,3,2,2,0,Non-Travel,3
955,45,No,Research & Development,27,Human Resources,Female,10180,Divorced,Research Scientist,No,4,4,1,18,Non-Travel,2
956,30,No,Research & Development,15,Technical Degree,Female,8918,Single,Manufacturing Director,No,4,3,3,7,Travel_Rarely,2
957,50,No,Research & Development,26,Technical Degree,Female,7183,Married,Manufacturing Director,No,4,2,1,5,Travel_Rarely,1
958,44,No,Research & Development,11,Marketing,Female,3265,Divorced,Manufacturing Director,No,3,2,1,17,Travel_Frequently,1
959,52,No,Research & Development,7,Human Resources,Female,11712,Divorced,Research Scientist,Yes,3,4,4,3,Non-Travel,3
960,51,No,Research & Development,24,Human Resources,Female,13656,Divorced,Laboratory Technician,No,4,2,1,19,Travel_Frequently,4
961,28,No,Research & Development,19,Marketing,Male,9388,Single,Research Director,Yes,4,2,4,11,Travel_Frequently,2
962,46,No,Research & Development,4,Marketing,Male,14712,Single,Manufacturing Director,No,3,2,1,7,Travel_Rarely,2
963,30,No,Research & Development,9,Medical,Female,8166,Married,Manufacturing Director,No,3,4,2,7,Travel_Rarely,3
964,32,Yes,Research & Development,7,Technical Degree,Female,3536,Single,Research Scientist,Yes,4,3,1,1,Travel_Frequently,1
965,44,No,Research & Development,12,Other,Female,14870,Divorced,Research Director,No,4,2,4,7,Travel_Rarely,2
966,30,No,Research & Development,26,Life Sciences,Male,8895,Married,Research Director,No,4,4,4,4,Travel_Frequently,1
967,37,No,Research & Development,26,Other,Male,10113,Divorced,Research Scientist,No,4,4,4,10,Travel_Rarely,1
968,36,No,Research & Development,5,Medical,Male,3743,Divorced,Manufacturing Director,Yes,3,2,4,6,Non-Travel,1
969,28,Yes,Research & Development,6,Other,Male,3522,Divorced,Manufacturing Director,No,4,1,1,3,Travel_Frequently,2
970,28,Yes,Research & Development,2,Life Sciences,Female,3653,Married,Manufacturing Director,No,3,2,4,4,Travel_Rarely,1
971,52,No,Research & Development,14,Medical,Female,14837,Single,Research Director,No,3,2,1,4,Travel_Rarely,4
972,41,No,Research & Development,5,Technical Degree,Female,10215,Married,Research Director,Yes,4,4,3,1,Travel_Frequently,1
973,51,No,Research & Development,24,Other,Male,6215,Single,Research Director,Yes,3,4,4,5,Travel_Rarely,3
974,31,No,Research & Development,17,Other,Female,6706,Divorced,Laboratory Technician,No,4,4,2,10,Travel_Frequently,3
975,49,No,Research & Development,1,Medical,Male,12492,Single,Laboratory Technician,No,3,2,1,13,Non-Travel,2
976,38,No,Research & Development,15,Technical Degree,Female,12373,Single,Research Scientist,No,4,3,4,7,Non-Travel,1
977,48,No,Research & Development,22,Human Resources,Female,8527,Married,Research Director,No,3,2,3,9,Travel_Frequently,3
978,30,Yes,Research & Development,18,Life Sciences,Female,4630,Single,Healthcare Representative,Yes,4,3,2,1,Travel_Frequently,3
979,41,No,Research & Development,8,Medical,Male,4359,Divorced,Research Director,No,3,4,2,6,Travel_Frequently,3
980,52,No,Research & Development,23,Human Resources,Female,12222,Single,Laboratory Technician,No,3,4,3,2,Non-Travel,2
